cpg mean
cg21483092 0.408856513530523
cg11008701 0.880122718690998
cg15499368 0.131414474512272
cg05653335 0.138256954059157
cg17337670 0.926960981749529
cg25894177 0.936881057268722
cg19612068 0.418038388923851
cg07390844 0.518229389553178
cg12585732 0.552320327249842
cg25648624 0.908920075519195
cg18763104 0.726083700440529
cg14334587 0.164792511013216
cg16049335 0.038998804279421
cg17985555 0.909833228445563
cg07069246 0.92593895531781
cg02017347 0.439447577092511
cg14957671 0.721621774701072
cg22940910 0.946974826935179
cg11068108 0.843117684078037
cg07237979 0.154681183134047
cg00789427 0.631052863436122
cg22487019 0.91978130899937
cg11861696 0.757234109502832
cg15661240 0.915438011327879
cg11170544 0.20597822529893
cg03459668 0.470856513530522
cg11771130 0.625357457520454
cg23540632 0.577374449339207
cg06173447 0.838315921963497
cg03125975 0.879200755191944
cg01749467 0.895119572057896
cg17158564 0.803044682190057
cg10894480 0.584446444304594
cg04239967 0.856314033983637
cg15893360 0.473688483322845
cg15122638 0.864490245437384
cg24314549 0.100546381371932
cg00255719 0.0224319068596601
cg09675093 0.235573064820642
cg21737354 0.522314033983637
cg14129217 0.538258527375709
cg20457190 0.851028949024544
cg04215475 0.15371195720579
cg05063374 0.850197608558842
cg03340701 0.870070484581497
cg04084157 0.165748269351793
cg08607266 0.951290119572058
cg16955752 0.586779106356198
cg25817752 0.0475725613593455
cg05306735 0.0597775330396476
cg09378238 0.0607735682819384
cg26048448 0.120211642542479
cg04593437 0.933375707992447
cg12712122 0.233799811202014
cg06600287 0.66635494021397
cg18543772 0.0238815607300188
cg14547599 0.953964128382629
cg15454357 0.796913782252987
cg00544788 0.889314033983637
cg03416878 0.874232221522971
cg05429895 0.0359293895531782
cg25813711 0.400843045940843
cg15054753 0.118831780994336
cg00601491 0.636170358716173
cg18928900 0.248228445563247
cg07376834 0.0702881686595343
cg20623869 0.355373882945248
cg22016779 0.145096349905601
cg15307777 0.307704342353681
cg17660245 0.87141346758968
cg14191242 0.907600692259281
cg24638253 0.162903461296413
cg13642677 0.879321585903084
cg01402634 0.0596261170547515
cg11584921 0.0508563876651983
cg17267171 0.429221208307111
cg24603922 0.87037696664569
cg17812515 0.19851932032725
cg18887073 0.022940276903713
cg06397427 0.819893643801133
cg08168896 0.254419257394588
cg11603365 0.31457149150409
cg21952799 0.725041535556954
cg21762463 0.227568470736312
cg14089516 0.385819383259912
cg08440485 0.458636878539961
cg03272928 0.676951730648208
cg24519147 0.457917558212713
cg12392519 0.42124140969163
cg05851482 0.818877281308998
cg03940776 0.395607929515418
cg23089177 0.456844556324733
cg18104354 0.721225928256766
cg01634328 0.324146696035242
cg01657556 0.146179924480805
cg01586797 0.11795890497168
cg08279008 0.0210376966645689
cg26472441 0.0989722466960351
cg08885149 0.0342428571428571
cg07473160 0.941229704216488
cg06199472 0.355104216488356
cg15164472 0.506345877910636
cg03119143 0.133914789175582
cg04095097 0.303451982378854
cg15610075 0.850203272498427
cg27029445 0.941887979861547
cg07064545 0.883806796727502
cg17501210 0.690308370044053
cg17817949 0.313282441787287
cg12054453 0.236645374449339
cg13474263 0.861555695405914
cg09171581 0.501252234109503
cg10208539 0.676215859030837
cg14826954 0.0332424166142228
cg19782411 0.861993706733794
cg21554886 0.9275859030837
cg01310481 0.353425424795469
cg18736038 0.524716803020768
cg18987823 0.845070484581498
cg06084210 0.730013215859031
cg16282784 0.840312146003776
cg08203231 0.635468533668973
cg13457410 0.525796412838263
cg15829826 0.0393417243549402
cg25229172 0.071585336689742
cg16636756 0.0618088735053493
cg12781940 0.893794210195092
cg26813907 0.892674638137191
cg06735626 0.444095657646319
cg05852786 0.861721208307111
cg02651288 0.39513744493392
cg03291825 0.541914411579609
cg21498459 0.0382315292636878
cg27118035 0.13722668344871
cg04190037 0.869028319697923
cg05138702 0.946552548772812
cg26755729 0.0921884518565134
cg15923943 0.60512146003776
cg04580344 0.721232221522971
cg00548368 0.691077973568282
cg08650894 0.0820527375707992
cg15623239 0.921843297671493
cg01830023 0.195677721837634
cg27182880 0.760370673379485
cg26548419 0.0427344870988043
cg23583420 0.0241851478917558
cg23447195 0.105551478917558
cg14041069 0.0402944304594085
cg14033545 0.927519823788546
cg05258736 0.261525173064821
cg09695126 0.447531151667716
cg20054074 0.850821900566395
cg09182678 0.0952025802391441
cg12857737 0.714544996853367
cg19246862 0.246844115796098
cg17441160 0.278310950283197
cg12197142 0.150704342353682
cg24638796 0.923549402139711
cg25869889 0.275303650094398
cg21871091 0.473008621774701
cg06307153 0.224960037759597
cg17547179 0.807680302076779
cg10389771 0.330512523599748
cg10694959 0.027543769666457
cg16912114 0.620689741976086
cg13928794 0.433085840151038
cg18881372 0.773820641913153
cg14031683 0.0567273127753305
cg11839163 0.783764002517305
cg26676092 0.838088105726873
cg05941634 0.0376163624921334
cg24695849 0.748897419760857
cg13445854 0.682521082441787
cg06346070 0.708664568911265
cg21508493 0.43806349905601
cg07136909 0.638907488986785
cg03530962 0.634370044052864
cg03719475 0.94295028319698
cg25041852 0.924958464443046
cg18251449 0.65871869100063
cg09333096 0.938960981749527
cg06975311 0.181607111390812
cg21407367 0.760239773442416
cg24959134 0.545599748269352
cg06318402 0.579492762743864
cg10024100 0.813778477029579
cg17013770 0.876953429830083
cg15928446 0.0305238829452486
cg13018715 0.55507300188798
cg03886486 0.874238514789176
cg00626263 0.253177721837634
cg24750091 0.704782252989302
cg18778097 0.633627438640656
cg19400179 0.355639395846445
cg16172906 0.267487916928886
cg02181639 0.316260541220893
cg19149785 0.599265890497168
cg13764421 0.737183134046571
cg04392209 0.196532976714915
cg07572451 0.769151667715545
cg03652938 0.0891124292007552
cg12821435 0.855945248584015
cg16407294 0.366428067967275
cg13533061 0.265966582756451
cg03659382 0.802063561988673
cg00130854 0.908271869100061
cg26457483 0.659260541220893
cg17199483 0.0930105726872247
cg09056595 0.254176463184393
cg22809047 0.665880427942101
cg16648579 0.895118942731277
cg03486847 0.605118313404658
cg24859433 0.848876651982379
cg20048664 0.939173064820641
cg14823918 0.07329263687854
cg18628164 0.290975645059786
cg21511194 0.124536941472624
cg18278902 0.333135745752045
cg20310920 0.910035242290749
cg08728302 0.924030207677786
cg18264158 0.0293347702957835
cg07808881 0.756590937696665
cg21478562 0.937315292636878
cg22986999 0.369237256135934
cg17582782 0.48558099433606
cg17908846 0.079426872246696
cg27397830 0.317769100062933
cg26265835 0.456054751415985
cg04213565 0.325912334801762
cg26313222 0.154240402769037
cg21296230 0.193878791692888
cg17001607 0.395007551919446
cg18918417 0.0391438640654499
cg00697394 0.752583385777219
cg20932822 0.69906104468219
cg06722281 0.0580589049716804
cg01990027 0.384125865324104
cg14736640 0.925362492133416
cg26126740 0.804264317180617
cg26864174 0.0870900251730648
cg04717644 0.0952961611076147
cg18790642 0.359376337319069
cg17149920 0.0331070484581498
cg05884711 0.585080553807427
cg14621611 0.936315292636876
cg06949739 0.0289891126494651
cg04578997 0.0212314033983637
cg07617175 0.0304286343612335
cg08376453 0.248956891126495
cg13020466 0.756914411579611
cg06192883 0.259682567652612
cg25758828 0.832638137193204
cg07419680 0.299272435494021
cg11107282 0.861298930144747
cg06589971 0.92792448080554
cg14181528 0.4920736312146
cg24488469 0.170688294524858
cg04110708 0.890777218376336
cg14671000 0.831346129641283
cg16795772 0.538140969162996
cg18309528 0.0284161736941473
cg05674811 0.029296286972939
cg00783244 0.927213971050973
cg19069416 0.856534298300817
cg04981630 0.918170547514161
cg12777182 0.510971680302076
cg00950813 0.919641913152926
cg23831547 0.889843926998112
cg24622338 0.614105726872245
cg27628985 0.872200125865324
cg25207127 0.231547514159849
cg06119016 0.723968533668974
cg13039251 0.655925110132159
cg02407325 0.762595342983008
cg12935818 0.620361862806797
cg11230716 0.0243057268722467
cg25257051 0.620847010698552
cg07281781 0.861601006922593
cg15708127 0.853023285084959
cg15959921 0.812216488357457
cg00911354 0.902518565135305
cg01992832 0.928342353681561
cg04558713 0.812860918816867
cg16447365 0.719646947765891
cg02634421 0.0451630585273758
cg08516212 0.843006293266207
cg24206199 0.924234109502832
cg16611367 0.857617998741347
cg22606873 0.930948395217117
cg08481985 0.948468219005662
cg24465561 0.691159848961611
cg04477203 0.0608066708621775
cg01668553 0.68728986784141
cg20722088 0.87973379483952
cg18483487 0.355146129641283
cg20017658 0.706638766519824
cg20611129 0.355760289490246
cg15638170 0.930298930144745
cg19338508 0.698838263058527
cg01508908 0.925589049716802
cg22189019 0.356065198237886
cg06539413 0.934275015733165
cg06145195 0.776086847073632
cg08482215 0.625299559471365
cg11890301 0.919124606670863
cg02064368 0.148185777218376
cg01539948 0.0419505978602896
cg21558250 0.0346648206419131
cg12992827 0.740940213971051
cg27187881 0.112824040276904
cg26256630 0.456651982378854
cg01128923 0.911761485210824
cg14081558 0.82873190685966
cg06191990 0.0555836375078665
cg12001634 0.747697293895532
cg23265105 0.359712146003776
cg20566234 0.507573631214599
cg20322193 0.359293392070485
cg09397071 0.865802391441159
cg18481137 0.0255164254247954
cg01670306 0.422425928256764
cg06598197 0.477574575204531
cg03197792 0.921859030837004
cg22304376 0.0200663939584644
cg10714509 0.404942101950912
cg15626665 0.0657841409691631
cg05234244 0.869400881057269
cg22867156 0.290939018250472
cg22343083 0.791529263687855
cg00201978 0.938014474512272
cg12555423 0.0304705475141599
cg24659873 0.311541283826305
cg01936220 0.146868470736312
cg10838944 0.0456432347388294
cg14274991 0.917106985525488
cg05130895 0.463075959723096
cg18685930 0.313534487098804
cg24142464 0.129058842039018
cg06348811 0.230812964128383
cg08641302 0.394260226557584
cg01553433 0.159017432347388
cg15880704 0.402391692888608
cg14930838 0.908452485840151
cg12087881 0.849894273127753
cg23780937 0.0362826935179358
cg16133681 0.847066079295154
cg25887010 0.418232095657647
cg21181713 0.700665890497167
cg07739803 0.024428067967275
cg13399816 0.285027061044682
cg07466788 0.419693517935809
cg15445725 0.859420390182505
cg07596643 0.0308687224669604
cg15313204 0.835986154814349
cg23623863 0.551387035871618
cg01625745 0.86790371302706
cg24139746 0.692489616110761
cg14925061 0.792709880427941
cg12797254 0.375127816236627
cg27469606 0.859005034612964
cg15504041 0.154539962240403
cg19741167 0.0404470106985526
cg26098679 0.443981560730019
cg22909322 0.496868470736313
cg16029189 0.51942668344871
cg15200096 0.390902643171806
cg01078706 0.298836689741976
cg03095413 0.360109754562618
cg08928145 0.592490245437382
cg07200280 0.0280343612334801
cg23450578 0.855927627438641
cg05470361 0.890833228445564
cg18640234 0.946752045311516
cg03444566 0.768163624921335
cg23685648 0.44110950283197
cg02485629 0.80229326620516
cg09837864 0.0490795468848333
cg00345747 0.94855947136564
cg00587922 0.0612870673379484
cg05300156 0.917431088735053
cg13155059 0.026513404657017
cg16536892 0.326527816236626
cg24064154 0.918232221522971
cg18740711 0.0326201384518565
cg25051108 0.024540213971051
cg17075888 0.517247325361862
cg16398105 0.936714285714284
cg06872721 0.912153555695406
cg26470501 0.472367589679043
cg21447871 0.31526991818754
cg26033937 0.900052234109501
cg02837591 0.0610804279421019
cg16727231 0.639923851478917
cg02831587 0.0244130270610447
cg06331400 0.855139710509753
cg21699833 0.8471718061674
cg12284769 0.0501384518565135
cg08930413 0.600216488357459
cg25544729 0.0777313719320327
cg12913502 0.762860289490246
cg22736354 0.27515185651353
cg04384112 0.611284455632473
cg12522870 0.821179043423537
cg12825509 0.435252297042165
cg27146574 0.880151667715543
cg00912942 0.929320956576464
cg05873605 0.861188483322845
cg04069074 0.806163624921335
cg05670596 0.236368219005664
cg21222223 0.895052863436123
cg11200862 0.912168659534299
cg00541303 0.377098804279421
cg21902245 0.500041787287602
cg19884950 0.431282190056639
cg09731067 0.030175645059786
cg01970526 0.900830081812459
cg18843467 0.778393958464443
cg13873343 0.763591567023285
cg08451403 0.915054122089364
cg02233071 0.406655884203902
cg24532669 0.0334258653241032
cg08039689 0.0540705160478287
cg11856697 0.933886721208307
cg16661358 0.863392699811202
cg06301099 0.837699811202014
cg12073594 0.178205349276274
cg19328649 0.259919446192574
cg22726380 0.69373253618628
cg17511070 0.787957205789803
cg12687527 0.549845185651353
cg09611599 0.537108432976715
cg05510041 0.0864215859030837
cg06667564 0.934733794839522
cg19564050 0.0773114537444933
cg02513547 0.928586532410319
cg14250984 0.542376337319068
cg21626133 0.796018879798618
cg03626579 0.802975456261801
cg01696605 0.644717432347388
cg25946491 0.93995217117684
cg00253526 0.936269351793579
cg23358572 0.345577721837634
cg10186347 0.929360604153555
cg07685326 0.888056639395845
cg22517995 0.152451038388924
cg22385231 0.0621425424795469
cg00363337 0.394630585273757
cg27307527 0.667121460037759
cg24645666 0.928245437382002
cg03296200 0.476799811202014
cg15551881 0.248335305223411
cg14781778 0.864235997482692
cg08110170 0.134856198867212
cg10835286 0.288373820012586
cg10132109 0.942531151667716
cg20400600 0.714635619886721
cg14695907 0.783913782252988
cg18987102 0.600047199496539
cg11244005 0.063306167400881
cg18898763 0.777662680931403
cg08061720 0.13821780994336
cg07297905 0.0229261799874135
cg18262201 0.289450723725614
cg03199575 0.0457823159219635
cg26324240 0.927949653870359
cg01281501 0.662093769666457
cg00948274 0.899322844556325
cg00857862 0.896611076148521
cg27621724 0.0353250471994966
cg21135466 0.931506607929516
cg21123355 0.498276400251731
cg02784989 0.800113908118315
cg22768761 0.887390182504721
cg17856083 0.924893643801134
cg12251336 0.174347765890497
cg22029381 0.84894965387036
cg19388411 0.691239773442417
cg25197194 0.502357142857143
cg01867298 0.110985651353052
cg03598440 0.290151353052234
cg00574958 0.0589843926998112
cg16122877 0.912091252359975
cg20216726 0.653499056010068
cg11282878 0.899288860918817
cg01202997 0.902281308999369
cg00754432 0.678570736312146
cg07242464 0.15778653241032
cg15800907 0.136065387035872
cg08314123 0.680277847702959
cg27392125 0.883589049716801
cg18380974 0.0316182504719949
cg12495801 0.038562177470107
cg10843537 0.912546255506606
cg23942678 0.273138892385148
cg11263793 0.24703555695406
cg20606000 0.285003650094399
cg02184246 0.0567854625550661
cg16372103 0.91534109502832
cg04744744 0.173802328508496
cg15480630 0.941317180616737
cg15852700 0.0704804908747641
cg15688902 0.908650597860289
cg03036862 0.920200125865326
cg17890764 0.531229074889868
cg09911314 0.929977344241662
cg24937706 0.0329959093769666
cg17944885 0.869446192573947
cg26727768 0.412655443675268
cg07570069 0.923239773442417
cg25453556 0.532611076148522
cg12177088 0.0371204531151668
cg08399831 0.303355191944619
cg19403023 0.725279106356199
cg03963219 0.134570673379484
cg25785378 0.0352638137193204
cg19481605 0.237716803020768
cg21948676 0.847284455632473
cg08649568 0.0408915670232851
cg20731056 0.275054814348647
cg12856369 0.914580239144116
cg04460609 0.424908118313405
cg25644984 0.852162995594714
cg07790338 0.260089364380113
cg04238311 0.559453744493392
cg05640547 0.402914600377596
cg15467116 0.782172435494022
cg13240333 0.40838495909377
cg18105854 0.0652468219005665
cg16440909 0.74734266834487
cg23173586 0.208817306482064
cg04973426 0.432693077407174
cg13175780 0.936196979232219
cg22676693 0.0391340465701699
cg20374917 0.137769288860919
cg23262133 0.866866582756451
cg27020362 0.429423285084959
cg19139442 0.788280050346129
cg01534262 0.876741346758968
cg11588788 0.394296286972939
cg25420747 0.824238514789175
cg17568732 0.813887350534928
cg11091623 0.898146003775959
cg14705006 0.639340465701699
cg01981027 0.0581561988672121
cg24424217 0.830321585903083
cg22666688 0.297517369414726
cg00014194 0.330855443675268
cg15878300 0.898067023285086
cg10771262 0.264331655129012
cg04460372 0.132508181246067
cg08962798 0.446385777218377
cg25410668 0.589200755191945
cg10462503 0.805786658275646
cg24502084 0.0301533668974198
cg00683922 0.567598489616112
cg11472901 0.359440591567023
cg15310872 0.668038388923852
cg24470588 0.239147702957835
cg23553442 0.195072309628697
cg04684915 0.436921963499056
cg12470780 0.864994336060414
cg15054972 0.0554648206419131
cg03361488 0.0522274386406544
cg21929477 0.195767400881057
cg01065103 0.936230333543108
cg08841048 0.191100188797986
cg00363082 0.53732913782253
cg26455175 0.723787287602266
cg11691429 0.501448206419132
cg07298845 0.120484896161108
cg20393901 0.710112649465072
cg05658215 0.920320327249843
cg16389078 0.10876041535557
cg25935597 0.944154814348645
cg14255617 0.845108244178728
cg18014413 0.299328067967275
cg20192259 0.686182567652612
cg26800893 0.078041567023285
cg20754034 0.753509754562618
cg15683080 0.706862177470107
cg05512561 0.450196979232222
cg17901584 0.466220893643801
cg16631028 0.715382001258654
cg18838436 0.0778801762114537
cg03665782 0.0200932032724984
cg20844060 0.830101321585903
cg10081084 0.944277533039647
cg16698122 0.301211894273128
cg17713673 0.15127822529893
cg21967134 0.608696790434235
cg14830485 0.222918816865954
cg08133525 0.933243549402139
cg04171329 0.0280409691629956
cg23610994 0.945624292007553
cg24189904 0.111793077407174
cg25095587 0.0351644115796098
cg12287785 0.31317885462555
cg03032464 0.232412334801762
cg00527781 0.0679659219634991
cg24848615 0.562111390811831
cg25757140 0.610944745122718
cg24570371 0.382362932662052
cg22419888 0.0898668659534297
cg15563355 0.928640654499686
cg16510022 0.457837948395217
cg23930313 0.0242746507237256
cg01849167 0.862569540591567
cg18875012 0.0562448709880428
cg21594558 0.0251276274386407
cg21152077 0.844372561359344
cg21615440 0.0279127753303965
cg01270753 0.335807740717432
cg01413354 0.274173945877911
cg23741360 0.35038741346759
cg01404163 0.305458842039019
cg22209472 0.228269162995595
cg07924819 0.0278653870358716
cg08759158 0.0281762743864065
cg19179572 0.420779358086847
cg14740657 0.767660163624922
cg25124205 0.726422278162367
cg18844029 0.849631843926998
cg23843505 0.170049339207049
cg27516795 0.803389553178098
cg16257681 0.0633189427312775
cg05200998 0.622035242290749
cg01894192 0.784249213341723
cg23471274 0.342145500314663
cg08527546 0.0271942731277533
cg12590608 0.534529263687854
cg23504737 0.883405915670234
cg03804272 0.11044323473883
cg17819119 0.864648206419132
cg23177714 0.191144870988043
cg19321684 0.232857960981749
cg12324048 0.646993895531781
cg15033085 0.383774071743235
cg23844865 0.17033222152297
cg07308824 0.0358835431088734
cg00612625 0.156136186280679
cg09145574 0.384024417872877
cg26139365 0.516941095028319
cg14732054 0.715994965387035
cg27100760 0.0344434864694777
cg05123447 0.930900566393958
cg07466341 0.84324292007552
cg01763090 0.156291063561989
cg09892121 0.816504719949654
cg16304302 0.0465633102580238
cg18031747 0.0233550031466331
cg05666456 0.302470044052863
cg20651310 0.0272613908118313
cg12294958 0.751258023914413
cg02975060 0.895225298930145
cg01995927 0.485098930144745
cg10800231 0.026217054751416
cg02981003 0.155640465701699
cg17574739 0.320557772183764
cg11738389 0.321783511642542
cg02508743 0.386924858401511
cg16800168 0.264433794839522
cg03915012 0.870662051604782
cg05868316 0.0350428571428571
cg16658862 0.92151290119572
cg24938727 0.26231963499056
cg01351140 0.869528005034613
cg12020932 0.0540407174323474
cg08738516 0.0697384518565136
cg05932198 0.906246696035242
cg01047938 0.191319509125236
cg07679173 0.927118313404659
cg16504656 0.746397105097545
cg11555345 0.450814852108244
cg18758664 0.627975456261801
cg24897141 0.102461831340466
cg15036663 0.0359101950912523
